0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
b_sort,1.430511474609375e-06,0.000347137451171875,0.0008058547973632812,0.0013408660888671875,0.0019161701202392578,0.0027365684509277344,0.0036873817443847656,0.004486560821533203,0.005459308624267578,0.006463766098022461,0.008491992950439453,0.008684873580932617,0.009032487869262695,0.010536909103393555,0.011523723602294922,0.013910770416259766,0.013923168182373047,0.015448808670043945,0.017447233200073242,0.01921224594116211,0.02049565315246582,0.021678924560546875,0.023853063583374023,0.025786638259887695,0.028102874755859375,0.028995275497436523,0.03095722198486328,0.03348660469055176,0.036020755767822266,0.0359342098236084,0.03901791572570801,0.04146742820739746,0.044564247131347656,0.04608440399169922,0.04838991165161133,0.050575971603393555,0.052931785583496094,0.05494856834411621,0.06493258476257324,0.05993962287902832
insertion,4.76837158203125e-07,3.886222839355469e-05,7.891654968261719e-05,0.0001201629638671875,0.00016117095947265625,0.00021529197692871094,0.0002465248107910156,0.00030231475830078125,0.0004169940948486328,0.0004401206970214844,0.000396728515625,0.0006690025329589844,0.0004718303680419922,0.0007641315460205078,0.0005481243133544922,0.0009250640869140625,0.0006427764892578125,0.0007786750793457031,0.0007052421569824219,0.0008366107940673828,0.0007951259613037109,0.0008044242858886719,0.0008714199066162109,0.0009419918060302734,0.0009679794311523438,0.0010082721710205078,0.0009491443634033203,0.0010290145874023438,0.0010242462158203125,0.001096963882446289,0.0011472702026367188,0.0011332035064697266,0.0011730194091796875,0.001203298568725586,0.0012412071228027344,0.0014111995697021484,0.0013463497161865234,0.0013620853424072266,0.0013921260833740234,0.001416921615600586
merge,4.76837158203125e-07,0.0005221366882324219,0.0010268688201904297,0.0014715194702148438,0.002454519271850586,0.0026946067810058594,0.003962278366088867,0.005579710006713867,0.006343364715576172,0.0062367916107177734,0.006314516067504883,0.007603168487548828,0.007894515991210938,0.008331537246704102,0.00851750373840332,0.010171651840209961,0.010540246963500977,0.012016773223876953,0.011530876159667969,0.012491226196289062,0.013087034225463867,0.013859272003173828,0.01404714584350586,0.01520395278930664,0.01602792739868164,0.0184173583984375,0.01771378517150879,0.018373489379882812,0.019292116165161133,0.020369529724121094,0.021147966384887695,0.021456241607666016,0.02277851104736328,0.02354741096496582,0.024599790573120117,0.03133583068847656,0.027416467666625977,0.027883529663085938,0.02821660041809082,0.029402494430541992
n,1.0,501.0,1001.0,1501.0,2001.0,2501.0,3001.0,3501.0,4001.0,4501.0,5001.0,5501.0,6001.0,6501.0,7001.0,7501.0,8001.0,8501.0,9001.0,9501.0,10001.0,10501.0,11001.0,11501.0,12001.0,12501.0,13001.0,13501.0,14001.0,14501.0,15001.0,15501.0,16001.0,16501.0,17001.0,17501.0,18001.0,18501.0,19001.0,19501.0
