0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
merge_l,0.5142052173614502,1.050452470779419,1.8456463813781738,2.945955276489258,4.028955459594727,5.489283561706543,7.217592716217041,9.704065799713135,11.440630674362183,14.343480587005615,16.4383065700531,19.187447786331177,21.854647636413574,25.11317205429077,29.201694011688232,32.53385543823242,36.57251238822937,40.67396283149719,46.65180802345276
merge_b,0.47252893447875977,1.029059886932373,1.8212885856628418,2.7798690795898438,3.9226200580596924,5.403811931610107,7.230172872543335,9.048805475234985,11.044991254806519,13.475878477096558,16.07145857810974,18.79427933692932,22.303300380706787,26.576968669891357,28.440723657608032,31.775439977645874,36.39136528968811,40.56237745285034,45.54982924461365
merge,0.4935879707336426,1.0604133605957031,1.8662495613098145,2.855415105819702,3.998190402984619,5.746054649353027,7.383197546005249,9.00652027130127,11.068589448928833,13.861171960830688,16.15373945236206,19.158995151519775,21.725226879119873,25.737621068954468,29.175394535064697,32.423829317092896,37.82960057258606,40.65834283828735,49.43952202796936
n,100000.0,150000.0,200000.0,250000.0,300000.0,350000.0,400000.0,450000.0,500000.0,550000.0,600000.0,650000.0,700000.0,750000.0,800000.0,850000.0,900000.0,950000.0,1000000.0
