True,,,,,,,,
,0.15630888938903809,,,,,,,
,0.20705437660217285,,,,,,,
,0.2778506278991699,,,,,,,
,0.3214225769042969,,,,,,,
,0.3825955390930176,,,,,,,
,0.49268579483032227,,,,,,,
,0.5054748058319092,,,,,,,
,0.5409996509552002,,,,,,,
,0.6125767230987549,,,,,,,
,0.6426005363464355,,,,,,,
,0.6888747215270996,,,,,,,
,0.7613942623138428,,,,,,,
,0.8297967910766602,,,,,,,
,0.896265983581543,,,,,,,
,1.016122579574585,,,,,,,
,1.0629384517669678,,,,,,,
,1.0649418830871582,,,,,,,
,1.1008622646331787,,,,,,,
,1.1809709072113037,,,,,,,
,1.324098825454712,,,,,,,
,,10000.0,,,,,,
,,12000.0,,,,,,
,,14000.0,,,,,,
,,16000.0,,,,,,
,,18000.0,,,,,,
,,20000.0,,,,,,
,,22000.0,,,,,,
,,24000.0,,,,,,
,,26000.0,,,,,,
,,28000.0,,,,,,
,,30000.0,,,,,,
,,32000.0,,,,,,
,,34000.0,,,,,,
,,36000.0,,,,,,
,,38000.0,,,,,,
,,40000.0,,,,,,
,,42000.0,,,,,,
,,44000.0,,,,,,
,,46000.0,,,,,,
,,48000.0,,,,,,
,,,,,0.20326566696166992,,,
,,,,,0.028330326080322266,,,
,,,,,0.03716564178466797,,,
,,,,,0.10211896896362305,,,
,,,,,0.08500123023986816,,,
,,,,,0.05631303787231445,,,
,,,,,0.11167693138122559,,,
,,,,,0.10011529922485352,,,
,,,,,0.10614991188049316,,,
,,,,,0.08125448226928711,,,
,,,,,0.1727917194366455,,,
,,,,,0.12179994583129883,,,
,,,,,0.1648998260498047,,,
,,,,,0.15087080001831055,,,
,,,,,0.17151737213134766,,,
,,,,,0.18923425674438477,,,
,,,,,0.21722030639648438,,,
,,,,,0.18528485298156738,,,
,,,,,0.1760101318359375,,,
,,,,,0.23234295845031738,,,
,,,,,,10000.0,,
,,,,,,12000.0,,
,,,,,,14000.0,,
,,,,,,16000.0,,
,,,,,,18000.0,,
,,,,,,20000.0,,
,,,,,,22000.0,,
,,,,,,24000.0,,
,,,,,,26000.0,,
,,,,,,28000.0,,
,,,,,,30000.0,,
,,,,,,32000.0,,
,,,,,,34000.0,,
,,,,,,36000.0,,
,,,,,,38000.0,,
,,,,,,40000.0,,
,,,,,,42000.0,,
,,,,,,44000.0,,
,,,,,,46000.0,,
,,,,,,48000.0,,
